# (c) Martin Lellep 2021; This sample data file belongs to my project "Cycling in Marburg" (http://lellep.xyz/blog/cycling-in-marburg-1-intro.html)
timestamp,Aquamar,Biegenstraße/Cineplex,Elisabeth-Blochmann-Platz,Stadtbüro,Wehrda Bürgerhaus
2020-06-06 00:00:27.442048,4,7,3,1,3
2020-06-06 00:01:03.586134,4,7,3,1,3
2020-06-06 00:01:39.750738,4,7,3,1,3
2020-06-06 00:02:15.603639,4,7,3,1,3
2020-06-06 00:02:51.467572,4,7,3,1,3
2020-06-06 00:03:27.257508,4,6,3,1,3
2020-06-06 00:04:03.122597,4,6,3,1,3
2020-06-06 00:04:39.335157,4,6,3,1,3
2020-06-06 00:05:15.419060,4,6,3,1,3
2020-06-06 00:05:51.170619,4,6,3,1,3
2020-06-06 00:06:26.924581,4,6,3,1,3
2020-06-06 00:07:02.789992,4,6,3,1,3
2020-06-06 00:07:38.610354,4,6,3,1,3
2020-06-06 00:08:14.334625,4,6,3,1,3
2020-06-06 00:08:50.065860,4,6,3,1,3
2020-06-06 00:09:25.789924,4,6,3,1,3
2020-06-06 00:10:01.547807,4,6,3,1,3
2020-06-06 00:10:37.271423,4,6,3,1,3
2020-06-06 00:11:12.978426,4,6,3,1,3
2020-06-06 00:11:48.709504,4,6,3,1,3
2020-06-06 00:12:24.417047,4,6,3,1,3
2020-06-06 00:13:00.120157,4,6,3,1,3
2020-06-06 00:13:35.822125,4,6,3,1,3
2020-06-06 00:14:11.461686,4,6,3,1,3
2020-06-06 00:14:47.091035,4,6,3,1,3
2020-06-06 00:15:22.726241,4,6,3,1,3
2020-06-06 00:15:58.312594,4,6,3,1,3
2020-06-06 00:16:33.877396,4,6,3,1,3
2020-06-06 00:17:14.650369,4,6,3,1,3
2020-06-06 00:17:55.445484,4,6,3,1,3
2020-06-06 00:18:31.141203,4,6,3,1,3
2020-06-06 00:19:07.429475,4,6,3,1,3
2020-06-06 00:19:43.709315,4,6,3,1,3
2020-06-06 00:20:19.431162,4,6,3,1,3
2020-06-06 00:20:55.146124,4,6,3,1,3
2020-06-06 00:21:30.845342,4,6,3,1,3
2020-06-06 00:22:06.712892,4,6,3,1,3
2020-06-06 00:22:42.644041,4,6,3,1,3
2020-06-06 00:23:18.362471,4,6,3,1,3
2020-06-06 00:23:53.992970,4,6,3,1,3
2020-06-06 00:24:29.701927,4,6,3,1,3
2020-06-06 00:25:05.969920,4,6,3,1,3
2020-06-06 00:25:42.195502,4,6,3,1,3
2020-06-06 00:26:18.083999,4,6,3,1,3
2020-06-06 00:26:53.880380,4,6,3,1,3
2020-06-06 00:27:29.650757,4,6,3,1,3
2020-06-06 00:28:05.677111,4,6,3,1,3
2020-06-06 00:28:41.587065,4,6,3,1,3
2020-06-06 00:29:17.318389,4,6,3,1,3
2020-06-06 00:29:53.125818,4,6,3,1,3
2020-06-06 00:30:28.919100,4,6,3,1,3
2020-06-06 00:31:04.694703,4,6,3,1,3
2020-06-06 00:31:40.481364,4,6,3,1,3
2020-06-06 00:32:16.262356,4,6,3,1,3
2020-06-06 00:32:52.029891,4,6,3,1,3
2020-06-06 00:33:27.745190,4,6,3,1,3
2020-06-06 00:34:03.630761,4,6,3,1,3
2020-06-06 00:34:39.559848,4,6,3,1,3
2020-06-06 00:35:15.415797,4,6,3,1,3
2020-06-06 00:35:51.342983,4,6,3,1,3
2020-06-06 00:36:27.211445,4,6,3,1,3
2020-06-06 00:37:03.030925,4,6,3,1,3
2020-06-06 00:37:38.739741,4,6,3,1,3
2020-06-06 00:38:14.432580,4,6,3,1,3
2020-06-06 00:38:50.183913,4,6,3,1,3
2020-06-06 00:39:25.983762,4,6,3,1,3
2020-06-06 00:40:01.974090,4,6,3,1,3
2020-06-06 00:40:37.979681,4,6,3,1,3
2020-06-06 00:41:13.763319,4,6,3,1,3
2020-06-06 00:41:49.520503,4,6,3,1,3
2020-06-06 00:42:25.222282,4,6,3,1,3
2020-06-06 00:43:00.936505,4,6,3,1,3
2020-06-06 00:43:36.685719,4,6,3,1,3
2020-06-06 00:44:12.685863,4,6,3,1,3
2020-06-06 00:44:48.668699,4,6,3,1,3
2020-06-06 00:45:24.437023,4,6,3,1,3
2020-06-06 00:46:00.227145,4,6,3,1,3
2020-06-06 00:46:36.435949,4,6,3,1,3
2020-06-06 00:47:12.621039,4,6,3,1,3
2020-06-06 00:47:48.407778,4,6,3,1,3
2020-06-06 00:48:24.142338,4,6,3,1,3
2020-06-06 00:48:59.815012,4,6,3,1,3
2020-06-06 00:49:35.648491,4,6,3,1,3
2020-06-06 00:50:11.651339,4,6,3,1,3
2020-06-06 00:50:47.592579,4,6,3,1,3
2020-06-06 00:51:23.376217,4,6,3,1,3
2020-06-06 00:51:59.167044,4,6,3,1,3
2020-06-06 00:52:34.985271,4,6,3,1,3
2020-06-06 00:53:10.790609,4,6,3,1,3
2020-06-06 00:53:46.568250,4,6,3,1,3
2020-06-06 00:54:22.270975,4,6,3,1,3
2020-06-06 00:54:58.062062,4,6,3,1,3
2020-06-06 00:55:33.860913,4,6,3,1,3
2020-06-06 00:56:09.598834,4,6,3,1,3
2020-06-06 00:56:45.232667,4,6,3,1,3
2020-06-06 00:57:20.727533,4,6,3,1,3
2020-06-06 00:57:56.265612,4,6,3,1,3
2020-06-06 00:58:31.831757,4,6,3,1,3
2020-06-06 00:59:07.374442,4,6,3,1,3
2020-06-06 00:59:42.906212,4,6,3,1,3
2020-06-06 01:00:18.401612,4,6,3,1,3
2020-06-06 01:00:53.915480,4,6,3,1,3
2020-06-06 01:01:29.458841,4,6,3,1,3
2020-06-06 01:02:05.059954,4,6,3,1,3
2020-06-06 01:02:40.619459,4,6,3,1,3
2020-06-06 01:03:16.187784,4,6,3,1,3
2020-06-06 01:03:51.787212,4,6,3,1,3
2020-06-06 01:04:27.478756,4,6,3,1,3
2020-06-06 01:05:03.432527,4,6,3,1,3
2020-06-06 01:05:39.326325,4,6,3,1,3
2020-06-06 01:06:15.147422,4,6,3,1,3
2020-06-06 01:06:50.947819,4,6,3,1,3
2020-06-06 01:07:26.650638,4,6,3,1,3
2020-06-06 01:08:02.334975,4,6,3,1,3
2020-06-06 01:08:37.978604,4,6,3,1,3
2020-06-06 01:09:13.627645,4,6,3,1,3
2020-06-06 01:09:49.404471,4,6,3,1,3
2020-06-06 01:10:25.214838,4,6,3,1,3
2020-06-06 01:11:00.926004,4,6,3,1,3
2020-06-06 01:11:36.613848,4,6,3,1,3
2020-06-06 01:12:12.262162,4,6,3,1,3
2020-06-06 01:12:47.898075,4,6,3,1,3
2020-06-06 01:13:23.508047,4,6,3,1,3
2020-06-06 01:13:59.099028,4,6,3,1,3
2020-06-06 01:14:34.691181,4,6,3,1,3
2020-06-06 01:15:10.384985,4,6,3,1,3
2020-06-06 01:15:46.150579,4,6,3,1,3
2020-06-06 01:16:21.809294,4,6,3,1,3
2020-06-06 01:16:57.453525,4,6,3,1,3
2020-06-06 01:17:33.072471,4,6,3,1,3
2020-06-06 01:18:08.643779,4,6,3,1,3
2020-06-06 01:18:44.216992,4,6,3,1,3
2020-06-06 01:19:19.806097,4,6,3,1,3
2020-06-06 01:19:55.435183,4,6,3,1,3
2020-06-06 01:20:30.996097,4,6,3,1,3
2020-06-06 01:21:06.636600,4,6,3,1,3
2020-06-06 01:21:42.335344,3,6,3,1,3
2020-06-06 01:22:17.928436,3,6,3,1,3
2020-06-06 01:22:53.539450,3,6,5,1,3
2020-06-06 01:23:29.199353,3,6,5,1,3
2020-06-06 01:24:05.528341,3,6,6,1,3
2020-06-06 01:24:41.823437,3,6,6,1,3
2020-06-06 01:25:17.403161,3,6,6,1,3
2020-06-06 01:25:52.966624,3,6,6,1,3
2020-06-06 01:26:28.563885,3,6,6,1,3
2020-06-06 01:27:04.236801,3,6,6,1,3
2020-06-06 01:27:39.930167,3,6,6,1,3
2020-06-06 01:28:15.616762,3,6,6,1,3
2020-06-06 01:28:51.246836,3,6,6,1,3
2020-06-06 01:29:26.861823,3,6,6,1,3
2020-06-06 01:30:02.516376,3,6,6,1,3
2020-06-06 01:30:38.120836,3,6,6,1,3
2020-06-06 01:31:13.824761,3,6,6,1,3
2020-06-06 01:31:49.524237,3,6,6,1,3
2020-06-06 01:32:25.086221,3,6,6,1,3
2020-06-06 01:33:00.708789,3,6,6,1,3
2020-06-06 01:33:36.353987,3,6,6,1,3
2020-06-06 01:34:11.965398,3,6,6,1,3
2020-06-06 01:34:47.609746,3,6,6,1,3
2020-06-06 01:36:57.832532,3,6,6,1,3
2020-06-06 01:37:33.438096,3,6,6,1,3
2020-06-06 01:38:09.041381,3,6,6,1,3
2020-06-06 01:38:44.547910,3,6,6,1,3
2020-06-06 01:39:20.068920,3,6,6,1,3
2020-06-06 01:39:55.625008,3,6,6,1,3
2020-06-06 01:40:31.189947,3,6,6,1,3
2020-06-06 01:41:06.903362,3,6,6,1,3
2020-06-06 01:41:42.591507,3,6,6,1,3
2020-06-06 01:42:18.118894,3,6,6,1,3
2020-06-06 01:42:53.586845,3,6,6,1,3
2020-06-06 01:43:29.081437,3,6,6,1,3
2020-06-06 01:44:05.026805,3,6,6,1,3
2020-06-06 01:44:40.978421,3,6,6,1,3
2020-06-06 01:45:16.528805,3,6,6,1,3
2020-06-06 01:45:52.063746,3,6,6,1,3
2020-06-06 01:46:27.564774,3,6,6,1,3
2020-06-06 01:47:03.103271,3,6,6,1,3
2020-06-06 01:47:38.775153,3,6,6,1,3
2020-06-06 01:48:14.433722,3,6,6,1,3
2020-06-06 01:48:49.986522,3,6,6,1,3
2020-06-06 01:49:25.504221,3,6,6,1,3
2020-06-06 01:50:01.036623,3,6,6,1,3
2020-06-06 01:50:36.488379,3,6,6,1,3
2020-06-06 01:51:11.896691,3,6,6,1,3
2020-06-06 01:51:47.311416,3,6,6,1,3
2020-06-06 01:52:22.749840,3,6,6,1,3
2020-06-06 01:52:58.202892,3,6,6,1,3
2020-06-06 01:53:33.624882,3,6,6,1,3
2020-06-06 01:54:09.031599,3,6,6,1,3
2020-06-06 01:54:44.463191,3,6,6,1,3
2020-06-06 01:55:19.878761,3,6,6,1,3
2020-06-06 01:55:55.359216,3,6,6,1,3
2020-06-06 01:56:30.856456,3,6,6,1,3
2020-06-06 01:57:06.248076,3,6,6,1,3
2020-06-06 01:57:41.714095,3,6,6,1,3
2020-06-06 01:58:17.206419,3,6,6,1,3
2020-06-06 01:58:52.675998,3,6,6,1,3
2020-06-06 01:59:28.166385,3,4,6,1,3
2020-06-06 02:00:03.790190,3,4,6,1,3
2020-06-06 02:00:39.413474,3,4,6,1,3
2020-06-06 02:01:14.882374,3,4,6,1,3
2020-06-06 02:01:50.287600,3,4,6,1,3
2020-06-06 02:02:25.722209,3,5,6,1,3
2020-06-06 02:03:01.180837,3,5,6,1,3
2020-06-06 02:03:36.829150,3,5,6,1,3
2020-06-06 02:04:12.582327,3,5,6,1,3
2020-06-06 02:04:48.199448,3,5,6,1,3
2020-06-06 02:05:23.715041,3,5,6,1,3
2020-06-06 02:05:59.387853,3,5,6,1,3
2020-06-06 02:06:35.093200,3,4,6,1,3
2020-06-06 02:07:10.673090,3,3,6,1,3
2020-06-06 02:07:46.222411,3,3,6,1,3
2020-06-06 02:08:21.746164,3,3,6,1,3
2020-06-06 02:08:57.268099,3,3,6,1,3
2020-06-06 02:09:32.778699,3,3,6,1,3
2020-06-06 02:10:08.302111,3,3,6,1,3
2020-06-06 02:10:43.882977,3,3,6,1,3
2020-06-06 02:11:19.440466,3,3,6,1,3
2020-06-06 02:11:54.911036,3,3,6,1,3
2020-06-06 02:12:30.367026,3,3,6,1,3
2020-06-06 02:13:06.026902,3,3,6,1,3
2020-06-06 02:13:41.753006,3,3,6,1,3
2020-06-06 02:14:17.361654,3,3,6,1,3
2020-06-06 02:14:52.934466,3,3,6,1,3
2020-06-06 02:15:28.472248,3,3,6,1,3
2020-06-06 02:16:04.204132,3,3,6,1,3
2020-06-06 02:16:39.838968,3,3,6,1,3
2020-06-06 02:17:15.279188,3,3,6,1,3
2020-06-06 02:17:50.777703,3,3,6,1,3
2020-06-06 02:18:26.294580,3,3,6,1,3
2020-06-06 02:19:01.903477,3,3,6,1,3
2020-06-06 02:19:37.468807,3,3,6,1,3
2020-06-06 02:20:12.985295,3,3,6,1,3
2020-06-06 02:20:48.518099,3,3,6,1,3
2020-06-06 02:21:23.996894,3,3,6,1,4
2020-06-06 02:21:59.642273,3,3,6,1,4
2020-06-06 02:22:35.324780,3,3,6,1,4
2020-06-06 02:23:10.900599,3,3,6,1,4
2020-06-06 02:23:46.510142,3,3,6,1,4
2020-06-06 02:24:22.069675,3,3,6,1,4
2020-06-06 02:24:57.676575,3,3,6,1,4
2020-06-06 02:25:33.309523,3,3,6,1,4
2020-06-06 02:26:08.898638,3,3,6,1,4
2020-06-06 02:26:44.405857,3,3,6,1,4
2020-06-06 02:27:19.924951,3,3,6,1,4
2020-06-06 02:27:55.479549,3,3,6,1,4
2020-06-06 02:28:31.059653,3,3,6,1,4
2020-06-06 02:29:06.610132,3,3,6,1,4
2020-06-06 02:29:42.135893,3,3,6,1,4
2020-06-06 02:30:17.694862,3,2,6,1,4
2020-06-06 02:30:53.269367,3,1,6,1,4
2020-06-06 02:31:28.830126,3,1,6,1,4
2020-06-06 02:32:04.306027,3,1,6,1,4
2020-06-06 02:32:39.824526,3,1,6,1,4
2020-06-06 02:33:15.419112,3,1,6,1,4
2020-06-06 02:33:50.930771,3,1,6,1,4
2020-06-06 02:34:26.462848,3,1,6,1,4
2020-06-06 02:35:02.073309,3,1,6,1,4
2020-06-06 02:35:37.624318,3,1,6,1,4
2020-06-06 02:36:13.634519,3,0,6,1,4
2020-06-06 02:36:49.713594,3,0,6,1,4
2020-06-06 02:37:25.242455,3,0,6,1,4
2020-06-06 02:38:00.783010,3,0,6,1,4
2020-06-06 02:38:36.430490,3,0,6,1,4
2020-06-06 02:39:12.002092,3,0,6,1,4
2020-06-06 02:39:47.487867,3,0,6,1,4
2020-06-06 02:40:22.978027,3,0,6,1,4
2020-06-06 02:40:58.413239,3,0,6,1,4
2020-06-06 02:41:33.872821,3,0,6,1,4
2020-06-06 02:42:09.370953,3,0,6,1,4
2020-06-06 02:42:44.919032,3,0,6,1,4
2020-06-06 02:43:20.491210,3,0,6,1,4
2020-06-06 02:43:56.025483,3,0,6,1,4
2020-06-06 02:44:31.493789,3,0,6,1,4
2020-06-06 02:45:07.044393,3,0,6,1,4
2020-06-06 02:45:42.624798,3,0,6,1,4
2020-06-06 02:46:18.197625,3,0,6,1,4
2020-06-06 02:46:53.738239,3,0,6,1,4
2020-06-06 02:47:29.417132,3,0,6,1,4
2020-06-06 02:48:05.216689,3,0,6,1,4
2020-06-06 02:48:40.911608,3,0,6,1,4
2020-06-06 02:49:16.459324,3,0,6,1,4
2020-06-06 02:49:51.990320,3,0,6,1,4
2020-06-06 02:50:27.524830,3,0,6,1,4
2020-06-06 02:51:03.013067,3,0,6,1,4
2020-06-06 02:51:38.540663,3,0,6,1,4
2020-06-06 02:52:14.042454,3,0,6,1,4
2020-06-06 02:52:49.537916,3,0,6,1,4
2020-06-06 02:53:25.021899,3,0,6,1,4
2020-06-06 02:54:00.503294,3,0,6,1,4
2020-06-06 02:54:35.970926,3,0,6,1,4
2020-06-06 02:55:11.481757,3,0,6,1,4
2020-06-06 02:55:47.031241,3,0,6,1,4
2020-06-06 02:56:22.536162,3,0,6,1,4
2020-06-06 02:56:58.085824,3,0,6,1,4
2020-06-06 02:57:33.567107,3,0,6,1,4
2020-06-06 02:58:09.593223,3,0,6,1,4
2020-06-06 02:58:45.584019,3,0,6,1,4
2020-06-06 02:59:20.990579,3,0,6,1,4
2020-06-06 02:59:56.503320,3,0,6,1,4
2020-06-06 03:00:32.114443,3,0,6,1,4
2020-06-06 03:01:07.871770,3,0,6,1,4
2020-06-06 03:01:43.607794,3,0,6,1,4
2020-06-06 03:02:19.114958,3,0,6,1,4
2020-06-06 03:02:54.635217,3,0,6,1,4
2020-06-06 03:03:30.184482,3,0,6,1,4
2020-06-06 03:04:05.947036,3,0,6,1,4
2020-06-06 03:04:41.700032,3,0,6,1,4
2020-06-06 03:05:17.222994,3,0,6,1,4
2020-06-06 03:05:52.843356,3,0,6,1,4
2020-06-06 03:06:28.468469,3,0,6,1,4
2020-06-06 03:07:04.104323,3,0,6,1,4
2020-06-06 03:07:39.719688,3,0,6,1,4
2020-06-06 03:08:15.266159,3,0,6,1,4
2020-06-06 03:08:50.793640,3,0,6,1,4
2020-06-06 03:09:26.311887,3,0,6,1,4
2020-06-06 03:10:01.895720,3,0,6,1,4
2020-06-06 03:10:37.488787,3,0,6,1,4
2020-06-06 03:11:13.012240,3,0,6,1,4
2020-06-06 03:11:48.552251,3,0,6,1,4
2020-06-06 03:12:24.085054,3,0,6,1,4
2020-06-06 03:12:59.620574,3,0,6,1,4
2020-06-06 03:13:35.115601,3,0,6,1,4
2020-06-06 03:14:10.569022,3,0,6,1,4
2020-06-06 03:14:46.005138,3,0,6,1,4
2020-06-06 03:15:21.456220,3,0,6,1,4
2020-06-06 03:15:56.938149,3,0,6,1,4
2020-06-06 03:16:32.434211,3,0,6,1,4
2020-06-06 03:17:08.103495,3,0,6,1,4
2020-06-06 03:17:43.835120,3,0,6,1,4
2020-06-06 03:18:19.387823,3,0,6,1,4
2020-06-06 03:18:54.864862,3,0,6,1,4
2020-06-06 03:19:30.378363,3,0,6,1,4
2020-06-06 03:20:05.870073,3,0,6,1,4
2020-06-06 03:20:41.465327,3,0,6,2,4
2020-06-06 03:21:17.043727,3,0,6,2,4
2020-06-06 03:21:52.537411,3,0,6,2,4
2020-06-06 03:22:28.057566,3,0,6,2,4
2020-06-06 03:23:03.557447,3,0,6,2,4
2020-06-06 03:23:39.077446,3,0,6,2,4
2020-06-06 03:24:14.657139,3,0,6,2,4
2020-06-06 03:24:50.287104,3,0,6,2,4
2020-06-06 03:25:25.878137,3,0,6,2,4
2020-06-06 03:26:01.496385,3,0,6,2,4
2020-06-06 03:26:37.130214,3,0,6,2,4
2020-06-06 03:27:12.695208,3,0,6,2,4
2020-06-06 03:27:48.152095,3,0,6,2,4
2020-06-06 03:28:23.584262,3,0,6,2,4
2020-06-06 03:28:58.995081,3,0,6,2,4
2020-06-06 03:29:34.466777,3,0,6,2,4
2020-06-06 03:30:10.061372,3,0,6,2,4
2020-06-06 03:30:45.703324,3,0,6,2,4
2020-06-06 03:31:21.354382,3,0,6,2,4
2020-06-06 03:31:56.863716,3,0,6,2,4
2020-06-06 03:32:32.215774,3,0,6,2,4
2020-06-06 03:33:07.623550,3,0,6,2,4
2020-06-06 03:33:43.147485,3,0,6,2,4
2020-06-06 03:34:18.706349,3,0,6,2,4
2020-06-06 03:34:54.221988,3,0,6,2,4
2020-06-06 03:35:29.759168,3,0,6,2,4
2020-06-06 03:36:05.565214,3,0,6,2,4
2020-06-06 03:36:41.341932,3,0,6,2,4
2020-06-06 03:37:16.819602,3,0,6,2,4
2020-06-06 03:37:52.361264,3,0,6,2,4
2020-06-06 03:38:27.902735,3,0,6,2,4
2020-06-06 03:39:03.450550,3,0,6,2,4
2020-06-06 03:39:39.054134,3,0,6,2,4
2020-06-06 03:40:14.618029,3,0,6,2,4
2020-06-06 03:40:50.180878,3,0,6,2,4
2020-06-06 03:41:25.722188,3,0,6,2,4
2020-06-06 03:42:01.210397,3,0,6,2,4
2020-06-06 03:42:36.700101,3,0,6,2,4
2020-06-06 03:43:12.253702,3,0,6,2,4
2020-06-06 03:43:47.768234,3,0,6,2,4
2020-06-06 03:44:23.287446,3,0,6,2,4
2020-06-06 03:44:58.845252,3,0,6,2,4
2020-06-06 03:45:34.356865,3,0,6,2,4
2020-06-06 03:46:09.870233,3,0,6,2,4
2020-06-06 03:46:45.404688,3,0,6,2,4
2020-06-06 03:47:20.936283,3,0,6,2,4
2020-06-06 03:47:56.401022,3,0,6,2,4
2020-06-06 03:48:31.886066,3,0,6,2,4
2020-06-06 03:49:09.924334,3,0,6,2,4
2020-06-06 03:49:47.926825,3,0,6,2,4
2020-06-06 03:50:23.412292,3,0,6,2,4
2020-06-06 03:50:58.890683,3,0,6,2,4
2020-06-06 03:51:34.362659,3,0,6,2,4
2020-06-06 03:52:09.840189,3,0,6,2,4
2020-06-06 03:52:45.377691,3,0,6,2,4
2020-06-06 03:53:21.021703,3,0,6,2,4
2020-06-06 03:53:56.598201,3,0,6,2,4
2020-06-06 03:54:32.059243,3,0,6,2,4
2020-06-06 03:55:07.782235,3,0,6,2,4
2020-06-06 03:55:43.482880,3,0,6,2,4
2020-06-06 03:56:19.136528,3,0,6,2,4
2020-06-06 03:56:54.794453,3,0,6,2,4
2020-06-06 03:57:30.304743,3,0,6,2,4
2020-06-06 03:58:06.004118,3,0,6,2,4
2020-06-06 03:58:41.676477,3,0,6,2,4
2020-06-06 03:59:17.180295,3,0,6,2,4
2020-06-06 03:59:52.661901,3,0,6,2,4
2020-06-06 04:00:28.194645,3,0,6,2,4
2020-06-06 04:01:03.854427,3,0,6,2,4
2020-06-06 04:01:39.480909,3,0,6,2,4
2020-06-06 04:02:15.031904,3,0,6,2,4
2020-06-06 04:02:50.577760,3,0,6,2,4
2020-06-06 04:03:26.614833,3,0,6,2,4
2020-06-06 04:04:02.735559,3,0,6,2,4
2020-06-06 04:04:38.385721,3,0,6,2,4
2020-06-06 04:05:13.990936,3,0,6,2,4
2020-06-06 04:05:49.665696,3,0,6,2,4
2020-06-06 04:06:25.269191,3,0,6,2,4
2020-06-06 04:07:00.801040,3,0,6,2,4
2020-06-06 04:07:36.418823,3,0,6,2,4
2020-06-06 04:08:12.005089,3,0,6,2,4
2020-06-06 04:08:47.524811,3,0,6,2,4
2020-06-06 04:09:23.025301,3,0,6,2,4
2020-06-06 04:09:58.527082,3,0,6,2,4
2020-06-06 04:10:34.073322,3,0,6,2,4
2020-06-06 04:11:09.682209,3,0,6,2,4
2020-06-06 04:11:45.203033,3,0,6,2,4
2020-06-06 04:12:20.781225,3,0,6,2,4
2020-06-06 04:12:56.378416,3,0,6,2,4
2020-06-06 04:13:31.878160,3,0,6,2,4
2020-06-06 04:14:07.506380,3,0,6,2,4
2020-06-06 04:14:43.165202,3,0,6,2,4
2020-06-06 04:15:18.665787,3,0,6,2,4
2020-06-06 04:15:54.317673,3,0,6,2,4
2020-06-06 04:16:29.985414,3,0,6,2,4
2020-06-06 04:17:06.576411,3,0,6,2,4
2020-06-06 04:17:43.208568,3,0,6,2,4
2020-06-06 04:18:18.763406,3,0,6,2,4
2020-06-06 04:18:54.233269,3,0,6,2,4
2020-06-06 04:19:29.889993,3,0,6,2,4
2020-06-06 04:20:05.656125,3,0,6,2,4
2020-06-06 04:20:41.366604,3,0,6,2,4
2020-06-06 04:21:17.021314,3,0,6,2,4
2020-06-06 04:21:52.592141,3,0,6,2,4
2020-06-06 04:22:28.088016,3,0,6,2,4
2020-06-06 04:23:03.718548,3,0,6,2,4
2020-06-06 04:23:39.368111,3,0,6,2,4
2020-06-06 04:24:14.898224,3,0,6,2,4
2020-06-06 04:24:50.399415,3,0,6,2,4
2020-06-06 04:25:25.859475,3,0,6,2,4
2020-06-06 04:26:01.527794,3,0,6,2,4
2020-06-06 04:26:37.262830,3,0,6,2,4
2020-06-06 04:27:12.850288,3,0,6,2,4
2020-06-06 04:27:48.351681,3,0,6,2,4
2020-06-06 04:28:23.893289,3,0,6,2,4
2020-06-06 04:28:59.438306,3,0,6,2,4
2020-06-06 04:29:35.097620,3,0,6,2,4
2020-06-06 04:30:10.857776,3,0,6,2,4
2020-06-06 04:30:46.526340,3,0,6,2,4
2020-06-06 04:31:22.101356,3,0,6,2,4
2020-06-06 04:31:57.662715,3,0,6,2,4
2020-06-06 04:32:33.209923,3,0,6,2,4
2020-06-06 04:33:08.815058,3,0,6,2,4
2020-06-06 04:33:44.397439,3,0,6,2,4
2020-06-06 04:34:19.876777,3,0,6,2,4
2020-06-06 04:34:55.369848,3,0,6,2,4
2020-06-06 04:35:30.919356,3,0,6,2,4
2020-06-06 04:36:06.561684,3,0,6,2,4
2020-06-06 04:36:42.167857,3,0,6,2,4
2020-06-06 04:37:17.682981,3,0,6,2,4
2020-06-06 04:37:53.214277,3,0,6,2,4
2020-06-06 04:38:28.765975,3,0,6,2,4
2020-06-06 04:39:04.367465,3,0,6,2,4
2020-06-06 04:39:39.966147,3,0,6,2,4
2020-06-06 04:40:15.436031,3,0,6,2,4
2020-06-06 04:40:50.899165,3,0,6,2,4
2020-06-06 04:41:26.375656,3,0,6,2,4
2020-06-06 04:42:01.924044,3,0,6,2,4
